Plot,Line,Species,Total
M2_5,4,EPVI/D,0
M2_5,4,JUOS,0
M2_5,4,JUOS/D,0
M2_5,4,KRLA2,10
M2_5,4,KRLA2/D,0
M2_5,4,PIED,0
M2_5,4,PIED/D,0
M2_5,4,YUBA,0
M2_5,4,YUBA/D,0
M2_6,2,AMUT,0
M2_6,2,AMUT/D,0
M2_6,2,ARTR2,0
M2_6,2,ARTR2/D,0
M2_6,2,ATCA2,36
M2_6,2,ATCA2/D,0
M2_6,2,CEMO2,0
M2_6,2,CEMO2,0
M2_6,2,CEMO2/D,0
M2_6,2,CHNAA3,0
M2_6,2,CHVI8,0
M2_6,2,CHVI8/D,0
M2_6,2,CRAN4,0
M2_6,2,EPVI,0
M2_6,2,EPVI/D,0
M2_6,2,JUOS,0
M2_6,2,JUOS/D,0
M2_6,2,KRLA2,0
M2_6,2,KRLA2/D,0
M2_6,2,MAFR3,0
M2_6,2,MAFR3/D,0
M2_6,2,PIED,0
M2_6,2,PIED/D,0
M2_6,2,SHRO,0
M2_6,2,SHRO/D,0
M2_6,2,SYOR,0
M2_6,2,SYOR/D,0
M2_6,2,SYOR,0
M2_6,2,SYOR/D,0
M2_6,2,YUAN2,0
M2_6,2,YUAN2/D,0
M2_6,2,YUBA,0
M2_6,2,YUBA/D,0
M2_6,3,AMUT,0
M2_6,3,AMUT/D,0
M2_6,3,ARTR2,0
M2_6,3,ARTR2/D,0
M2_6,3,ATCA2,74
M2_6,3,ATCA2/D,3
M2_6,3,CEMO2,0
M2_6,3,CEMO2,0
M2_6,3,CEMO2/D,0
M2_6,3,CHNAA3,0
M2_6,3,CHVI8,0
M2_6,3,CHVI8/D,0
M2_6,3,CRAN4,0
M2_6,3,EPVI,0
M2_6,3,EPVI/D,0
M2_6,3,JUOS,0
M2_6,3,JUOS/D,0
M2_6,3,KRLA2,0
M2_6,3,KRLA2/D,0
M2_6,3,MAFR3,0
M2_6,3,MAFR3/D,0
M2_6,3,PIED,0
M2_6,3,PIED/D,0
M2_6,3,SHRO,0
M2_6,3,SHRO/D,0
M2_6,3,SYOR,0
M2_6,3,SYOR/D,0
M2_6,3,SYOR,0
M2_6,3,SYOR/D,0
M2_6,3,YUAN2,0
M2_6,3,YUAN2/D,0
M2_6,3,YUBA,0
M2_6,3,YUBA/D,0
M2_6,4,AMUT,0
M2_6,4,AMUT/D,0
M2_6,4,ARTR2,0
M2_6,4,ARTR2/D,0
M2_6,4,ATCA2,76
M2_6,4,ATCA2/D,1
M2_6,4,CEMO2,0
M2_6,4,CEMO2,0
M2_6,4,CEMO2/D,0
M2_6,4,CHNAA3,0
M2_6,4,CHVI8,0
M2_6,4,CHVI8/D,0
M2_6,4,CRAN4,0
M2_6,4,EPVI,0
M2_6,4,EPVI/D,0
M2_6,4,JUOS,0
M2_6,4,JUOS/D,0
M2_6,4,KRLA2,0
M2_6,4,KRLA2/D,0
M2_6,4,MAFR3,0
M2_6,4,MAFR3/D,0
M2_6,4,PIED,0
M2_6,4,PIED/D,0
M2_6,4,SHRO,0
M2_6,4,SHRO/D,0
M2_6,4,SYOR,0
M2_6,4,SYOR/D,0
M2_6,4,SYOR,0
M2_6,4,SYOR/D,0
M2_6,4,YUAN2,0
M2_6,4,YUAN2/D,0
M2_6,4,YUBA,0
M2_6,4,YUBA/D,0
M2_7,2,AMUT,0
M2_7,2,AMUT/D,0
M2_7,2,ARTR2,0
M2_7,2,ARTR2/D,0
M2_7,2,ATCA2,26
M2_7,2,ATCA2/D,4
M2_7,2,CEMO2,0
M2_7,2,CEMO2,0
M2_7,2,CEMO2/D,0
M2_7,2,CHNAA3,0
M2_7,2,CHVI8,1
M2_7,2,CHVI8/D,0
M2_7,2,CRAN4,0
M2_7,2,EPVI,0
M2_7,2,EPVI/D,0
M2_7,2,JUOS,0
M2_7,2,JUOS/D,0
M2_7,2,KRLA2,0
M2_7,2,KRLA2/D,0
M2_7,2,MAFR3,0
M2_7,2,MAFR3/D,0
M2_7,2,PIED,0
M2_7,2,PIED/D,0
M2_7,2,SHRO,0
M2_7,2,SHRO/D,0
M2_7,2,SYOR,0
M2_7,2,SYOR/D,0
M2_7,2,SYOR,0
M2_7,2,SYOR/D,0
M2_7,2,YUAN2,0
M2_7,2,YUAN2/D,0
M2_7,2,YUBA,0
M2_7,2,YUBA/D,0
M2_7,3,AMUT,0
M2_7,3,AMUT/D,0
M2_7,3,ARTR2,0
M2_7,3,ARTR2/D,0
M2_7,3,ATCA2,27
M2_7,3,ATCA2/D,1
M2_7,3,CEMO2,0
M2_7,3,CEMO2,0
M2_7,3,CEMO2/D,0
M2_7,3,CHNAA3,0
M2_7,3,CHVI8,0
M2_7,3,CHVI8/D,0
M2_7,3,CRAN4,0
M2_7,3,EPVI,0
M2_7,3,EPVI/D,0
M2_7,3,JUOS,0
M2_7,3,JUOS/D,0
M2_7,3,KRLA2,0
M2_7,3,KRLA2/D,0
M2_7,3,MAFR3,0
M2_7,3,MAFR3/D,0
M2_7,3,PIED,0
M2_7,3,PIED/D,0
M2_7,3,SHRO,0
M2_7,3,SHRO/D,0
M2_7,3,SYOR,0
M2_7,3,SYOR/D,0
M2_7,3,SYOR,0
M2_7,3,SYOR/D,0
M2_7,3,YUAN2,0
M2_7,3,YUAN2/D,0
M2_7,3,YUBA,0
M2_7,3,YUBA/D,0
M2_7,4,AMUT,0
M2_7,4,AMUT/D,0
M2_7,4,ARTR2,0
M2_7,4,ARTR2/D,0
M2_7,4,ATCA2,27
M2_7,4,ATCA2/D,2
M2_7,4,CEMO2,0
M2_7,4,CEMO2,0
M2_7,4,CEMO2/D,0
M2_7,4,CHNAA3,0
M2_7,4,CHVI8,0
M2_7,4,CHVI8/D,0
M2_7,4,CRAN4,0
M2_7,4,EPVI,0
M2_7,4,EPVI/D,0
M2_7,4,JUOS,0
M2_7,4,JUOS/D,0
M2_7,4,KRLA2,0
M2_7,4,KRLA2/D,0
M2_7,4,MAFR3,0
M2_7,4,MAFR3/D,0
M2_7,4,PIED,0
M2_7,4,PIED/D,0
M2_7,4,SHRO,0
M2_7,4,SHRO/D,0
M2_7,4,SYOR,0
M2_7,4,SYOR/D,0
M2_7,4,SYOR,0
M2_7,4,SYOR/D,0
M2_7,4,YUAN2,0
M2_7,4,YUAN2/D,0
M2_7,4,YUBA,0
M2_7,4,YUBA/D,0
M2_8,2,AMUT,0
M2_8,2,ARTR2,0
M2_8,2,ARTR2/D,1
M2_8,2,ATCA2,0
M2_8,2,ATCA2/D,0
M2_8,2,CHVI8,0
M2_8,2,CHVI8/D,0
M2_8,2,CRAN4,0
M2_8,2,EPVI,0
M2_8,2,EPVI/D,0
M2_8,2,JUOS,0
M2_8,2,JUOS/D,0
M2_8,2,KRLA2,0
M2_8,2,KRLA2/D,0
M2_8,2,MAFR3,0
M2_8,2,PIED,0
M2_8,2,PIED/D,0
M2_8,2,SHRO,0
M2_8,2,SHRO/D,0
M2_8,2,YUBA,0
M2_8,2,YUBA/D,0
M2_8,3,AMUT,0
M2_8,3,ARTR2,0
M2_8,3,ARTR2/D,0
M2_8,3,ATCA2,0
M2_8,3,ATCA2/D,0
M2_8,3,CHVI8,0
M2_8,3,CHVI8/D,0
M2_8,3,CRAN4,0
M2_8,3,EPVI,0
M2_8,3,EPVI/D,0
M2_8,3,JUOS,0
M2_8,3,JUOS/D,0
M2_8,3,KRLA2,14
M2_8,3,KRLA2/D,0
M2_8,3,MAFR3,0
M2_8,3,PIED,0
M2_8,3,PIED/D,0
M2_8,3,SHRO,0
M2_8,3,SHRO/D,0
M2_8,3,YUBA,0
M2_8,3,YUBA/D,0
M2_8,4,AMUT,0
M2_8,4,ARTR2,0
M2_8,4,ARTR2/D,3
M2_8,4,ATCA2,4
M2_8,4,ATCA2/D,0
M2_8,4,CHVI8,0
M2_8,4,CHVI8/D,0
M2_8,4,CRAN4,0
M2_8,4,EPVI,0
M2_8,4,EPVI/D,0
M2_8,4,JUOS,0
M2_8,4,JUOS/D,0
M2_8,4,KRLA2,4
M2_8,4,KRLA2/D,0
M2_8,4,MAFR3,0
M2_8,4,PIED,0
M2_8,4,PIED/D,0
M2_8,4,SHRO,0
M2_8,4,SHRO/D,0
M2_8,4,YUBA,0
M2_8,4,YUBA/D,0
M2_9,2,ARTR2,0
M2_9,2,ARTR2/D,1
M2_9,2,ATCA2,3
M2_9,2,ATCA2/D,0
M2_9,2,CHNAA3,0
M2_9,2,CHVI8,0
M2_9,2,CHVI8/D,0
M2_9,2,EPVI,0
M2_9,2,EPVI/D,0
M2_9,2,JUOS,0
M2_9,2,JUOS/D,0
M2_9,2,KRLA2,16
M2_9,2,KRLA2/D,0
M2_9,2,PIED,0
M2_9,2,PIED/D,0
M2_9,2,YUBA,0
M2_9,2,YUBA/D,0
M2_9,3,ARTR2,0
M2_9,3,ARTR2/D,7
M2_9,3,ATCA2,3
M2_9,3,ATCA2/D,0
M2_9,3,CHNAA3,0
M2_9,3,CHVI8,0
M2_9,3,CHVI8/D,0
M2_9,3,EPVI,0
M2_9,3,EPVI/D,0
M2_9,3,JUOS,0
M2_9,3,JUOS/D,0
M2_9,3,KRLA2,15
M2_9,3,KRLA2/D,0
M2_9,3,PIED,0
M2_9,3,PIED/D,0
M2_9,3,YUBA,0
M2_9,3,YUBA/D,0
M2_9,4,ARTR2,1
M2_9,4,ARTR2/D,3
M2_9,4,ATCA2,0
M2_9,4,ATCA2/D,1
M2_9,4,CHNAA3,0
M2_9,4,CHVI8,0
M2_9,4,CHVI8/D,0
M2_9,4,EPVI,0
M2_9,4,EPVI/D,0
M2_9,4,JUOS,0
M2_9,4,JUOS/D,0
M2_9,4,KRLA2,49
M2_9,4,KRLA2/D,0
M2_9,4,PIED,0
M2_9,4,PIED/D,0
M2_9,4,YUBA,0
M2_9,4,YUBA/D,0
M3_1,2,AMUT,0
M3_1,2,ARTR2,0
M3_1,2,ARTR2/D,0
M3_1,2,ATCA2,0
M3_1,2,ATCA2/D,0
M3_1,2,CHVI8,0
M3_1,2,CHVI8/D,0
M3_1,2,CRAN4,0
M3_1,2,EPVI,0
M3_1,2,EPVI/D,0
M3_1,2,JUOS,0
M3_1,2,JUOS/D,0
M3_1,2,KRLA2,38
M3_1,2,KRLA2/D,0
M3_1,2,MAFR3,0
M3_1,2,PIED,0
M3_1,2,PIED/D,0
M3_1,2,SHRO,0
M3_1,2,SHRO/D,0
M3_1,2,YUBA,0
M3_1,2,YUBA/D,0
M3_1,3,AMUT,0
M3_1,3,ARTR2,0
M3_1,3,ARTR2/D,0
M3_1,3,ATCA2,0
M3_1,3,ATCA2/D,0
M3_1,3,CHVI8,0
M3_1,3,CHVI8/D,0
M3_1,3,CRAN4,0
M3_1,3,EPVI,0
M3_1,3,EPVI/D,0
M3_1,3,JUOS,0
M3_1,3,JUOS/D,0
M3_1,3,KRLA2,60
M3_1,3,KRLA2/D,0
M3_1,3,MAFR3,0
M3_1,3,PIED,0
M3_1,3,PIED/D,0
M3_1,3,SHRO,0
M3_1,3,SHRO/D,0
M3_1,3,YUBA,0
M3_1,3,YUBA/D,0
M3_1,4,AMUT,0
M3_1,4,ARTR2,0
M3_1,4,ARTR2/D,0
M3_1,4,ATCA2,0
M3_1,4,ATCA2/D,0
M3_1,4,CHVI8,0
M3_1,4,CHVI8/D,0
M3_1,4,CRAN4,0
M3_1,4,EPVI,0
M3_1,4,EPVI/D,0
M3_1,4,JUOS,0
M3_1,4,JUOS/D,0
M3_1,4,KRLA2,13
M3_1,4,KRLA2/D,0
M3_1,4,MAFR3,0
M3_1,4,PIED,0
M3_1,4,PIED/D,0
M3_1,4,SHRO,0
M3_1,4,SHRO/D,0
M3_1,4,YUBA,0
M3_1,4,YUBA/D,0
M3_2,2,AMUT,0
M3_2,2,AMUT/D,0
M3_2,2,ARTR2,6
M3_2,2,ARTR2/D,19
M3_2,2,ATCA2,1
M3_2,2,ATCA2/D,0
M3_2,2,CEMO2,0
M3_2,2,CEMO2,0
M3_2,2,CEMO2/D,0
M3_2,2,CHNAA3,0
M3_2,2,CHVI8,1
M3_2,2,CHVI8/D,0
M3_2,2,CRAN4,0
M3_2,2,EPVI,0
M3_2,2,EPVI/D,0
M3_2,2,JUOS,0
M3_2,2,JUOS/D,0
M3_2,2,KRLA2,0
M3_2,2,KRLA2/D,0
M3_2,2,MAFR3,0
M3_2,2,MAFR3/D,0
M3_2,2,PIED,0
M3_2,2,PIED/D,0
M3_2,2,SHRO,0
M3_2,2,SHRO/D,0
M3_2,2,SYOR,0
M3_2,2,SYOR/D,0
M3_2,2,SYOR,0
M3_2,2,SYOR/D,0
M3_2,2,YUAN2,0
M3_2,2,YUAN2/D,0
M3_2,2,YUBA,0
M3_2,2,YUBA/D,0
M3_2,3,AMUT,0
M3_2,3,AMUT/D,0
M3_2,3,ARTR2,6
M3_2,3,ARTR2/D,15
M3_2,3,ATCA2,1
M3_2,3,ATCA2/D,0
M3_2,3,CEMO2,0
M3_2,3,CEMO2,0
M3_2,3,CEMO2/D,0
M3_2,3,CHNAA3,0
M3_2,3,CHVI8,12
M3_2,3,CHVI8/D,0
M3_2,3,CRAN4,0
M3_2,3,EPVI,0
M3_2,3,EPVI/D,0
M3_2,3,JUOS,0
M3_2,3,JUOS/D,0
M3_2,3,KRLA2,0
M3_2,3,KRLA2/D,0
M3_2,3,MAFR3,0
M3_2,3,MAFR3/D,0
M3_2,3,PIED,0
M3_2,3,PIED/D,0
M3_2,3,SHRO,0
M3_2,3,SHRO/D,0
M3_2,3,SYOR,0
M3_2,3,SYOR/D,0
M3_2,3,SYOR,0
M3_2,3,SYOR/D,0
M3_2,3,YUAN2,0
M3_2,3,YUAN2/D,0
M3_2,3,YUBA,0
M3_2,3,YUBA/D,0
M3_2,4,AMUT,0
M3_2,4,AMUT/D,0
M3_2,4,ARTR2,2
M3_2,4,ARTR2/D,13
M3_2,4,ATCA2,0
M3_2,4,ATCA2/D,0
M3_2,4,CEMO2,0
M3_2,4,CEMO2,0
M3_2,4,CEMO2/D,0
M3_2,4,CHNAA3,0
M3_2,4,CHVI8,12
M3_2,4,CHVI8/D,1
M3_2,4,CRAN4,0
M3_2,4,EPVI,0
M3_2,4,EPVI/D,0
M3_2,4,JUOS,0
M3_2,4,JUOS/D,0
M3_2,4,KRLA2,0
M3_2,4,KRLA2/D,0
M3_2,4,MAFR3,0
M3_2,4,MAFR3/D,0
M3_2,4,PIED,0
M3_2,4,PIED/D,0
M3_2,4,SHRO,0
M3_2,4,SHRO/D,0
M3_2,4,SYOR,0
M3_2,4,SYOR/D,0
M3_2,4,SYOR,0
M3_2,4,SYOR/D,0
M3_2,4,YUAN2,0
M3_2,4,YUAN2/D,0
M3_2,4,YUBA,0
M3_2,4,YUBA/D,0
M3_3,2,AMUT,0
M3_3,2,AMUT/D,0
M3_3,2,ARTR2,4
M3_3,2,ARTR2/D,4
M3_3,2,ATCA2,0
M3_3,2,ATCA2/D,1
M3_3,2,CEMO2,0
M3_3,2,CEMO2,0
M3_3,2,CEMO2/D,0
M3_3,2,CHNAA3,1
M3_3,2,CHVI8,17
M3_3,2,CHVI8/D,0
M3_3,2,CRAN4,0
M3_3,2,EPVI,0
M3_3,2,EPVI/D,0
M3_3,2,JUOS,0
M3_3,2,JUOS/D,0
M3_3,2,KRLA2,5
M3_3,2,KRLA2/D,0
M3_3,2,MAFR3,0
M3_3,2,MAFR3/D,0
M3_3,2,PIED,0
M3_3,2,PIED/D,0
M3_3,2,SHRO,0
M3_3,2,SHRO/D,0
M3_3,2,SYOR,0
M3_3,2,SYOR/D,0
M3_3,2,SYOR,0
M3_3,2,SYOR/D,0
M3_3,2,YUAN2,0
M3_3,2,YUAN2/D,0
M3_3,2,YUBA,0
M3_3,2,YUBA/D,0
M3_3,3,AMUT,0
M3_3,3,AMUT/D,0
M3_3,3,ARTR2,1
M3_3,3,ARTR2/D,22
M3_3,3,ATCA2,1
M3_3,3,ATCA2/D,0
M3_3,3,CEMO2,0
M3_3,3,CEMO2,0
M3_3,3,CEMO2/D,0
M3_3,3,CHNAA3,0
M3_3,3,CHVI8,15
M3_3,3,CHVI8/D,0
M3_3,3,CRAN4,0
M3_3,3,EPVI,0
M3_3,3,EPVI/D,0
M3_3,3,JUOS,0
M3_3,3,JUOS/D,0
M3_3,3,KRLA2,1
M3_3,3,KRLA2/D,0
M3_3,3,MAFR3,0
M3_3,3,MAFR3/D,0
M3_3,3,PIED,0
M3_3,3,PIED/D,0
M3_3,3,SHRO,0
M3_3,3,SHRO/D,0
M3_3,3,SYOR,0
M3_3,3,SYOR/D,0
M3_3,3,SYOR,0
M3_3,3,SYOR/D,0
M3_3,3,YUAN2,0
M3_3,3,YUAN2/D,0
M3_3,3,YUBA,0
M3_3,3,YUBA/D,0
M3_3,4,AMUT,0
M3_3,4,AMUT/D,0
M3_3,4,ARTR2,1
M3_3,4,ARTR2/D,4
M3_3,4,ATCA2,1
M3_3,4,ATCA2/D,1
M3_3,4,CEMO2,0
M3_3,4,CEMO2,0
M3_3,4,CEMO2/D,0
M3_3,4,CHNAA3,0
M3_3,4,CHVI8,28
M3_3,4,CHVI8/D,0
M3_3,4,CRAN4,0
M3_3,4,EPVI,0
M3_3,4,EPVI/D,0
M3_3,4,JUOS,0
M3_3,4,JUOS/D,0
M3_3,4,KRLA2,0
M3_3,4,KRLA2/D,0
M3_3,4,MAFR3,0
M3_3,4,MAFR3/D,0
M3_3,4,PIED,0
M3_3,4,PIED/D,0
M3_3,4,SHRO,0
M3_3,4,SHRO/D,0
M3_3,4,SYOR,0
M3_3,4,SYOR/D,0
M3_3,4,SYOR,0
M3_3,4,SYOR/D,0
M3_3,4,YUAN2,0
M3_3,4,YUAN2/D,0
M3_3,4,YUBA,0
M3_3,4,YUBA/D,0
M3_5,2,AMUT,0
M3_5,2,AMUT/D,0
M3_5,2,ARTR2,0
M3_5,2,ARTR2/D,26
M3_5,2,ATCA2,0
M3_5,2,ATCA2/D,0
M3_5,2,CEMO2,0
M3_5,2,CEMO2,0
M3_5,2,CEMO2/D,0
M3_5,2,CHNAA3,0
M3_5,2,CHVI8,0
M3_5,2,CHVI8/D,1
M3_5,2,CRAN4,0
M3_5,2,EPVI,0
M3_5,2,EPVI/D,0
M3_5,2,JUOS,0
M3_5,2,JUOS/D,0
M3_5,2,KRLA2,0
M3_5,2,KRLA2/D,0
M3_5,2,MAFR3,0
M3_5,2,MAFR3/D,0
M3_5,2,PIED,0
M3_5,2,PIED/D,0
M3_5,2,SHRO,0
M3_5,2,SHRO/D,0
M3_5,2,SYOR,0
M3_5,2,SYOR/D,0
M3_5,2,SYOR,0
M3_5,2,SYOR/D,0
M3_5,2,YUAN2,0
M3_5,2,YUAN2/D,0
M3_5,2,YUBA,0
M3_5,2,YUBA/D,0
M3_5,3,AMUT,0
M3_5,3,AMUT/D,0
M3_5,3,ARTR2,0
M3_5,3,ARTR2/D,31
M3_5,3,ATCA2,0
M3_5,3,ATCA2/D,0
M3_5,3,CEMO2,0
M3_5,3,CEMO2,0
M3_5,3,CEMO2/D,0
M3_5,3,CHNAA3,0
M3_5,3,CHVI8,1
M3_5,3,CHVI8/D,0
M3_5,3,CRAN4,0
M3_5,3,EPVI,0
M3_5,3,EPVI/D,0
M3_5,3,JUOS,0
M3_5,3,JUOS/D,0
M3_5,3,KRLA2,0
M3_5,3,KRLA2/D,0
M3_5,3,MAFR3,0
M3_5,3,MAFR3/D,0
M3_5,3,PIED,0
M3_5,3,PIED/D,0
M3_5,3,SHRO,0
M3_5,3,SHRO/D,0
M3_5,3,SYOR,0
M3_5,3,SYOR/D,0
M3_5,3,SYOR,0
M3_5,3,SYOR/D,0
M3_5,3,YUAN2,0
M3_5,3,YUAN2/D,0
M3_5,3,YUBA,0
M3_5,3,YUBA/D,0
M3_5,4,AMUT,0
M3_5,4,AMUT/D,0
M3_5,4,ARTR2,0
M3_5,4,ARTR2/D,23
M3_5,4,ATCA2,0
M3_5,4,ATCA2/D,0
M3_5,4,CEMO2,0
M3_5,4,CEMO2,0
M3_5,4,CEMO2/D,0
M3_5,4,CHNAA3,0
M3_5,4,CHVI8,0
M3_5,4,CHVI8/D,0
M3_5,4,CRAN4,0
M3_5,4,EPVI,0
M3_5,4,EPVI/D,0
M3_5,4,JUOS,0
M3_5,4,JUOS/D,0
M3_5,4,KRLA2,0
M3_5,4,KRLA2/D,0
M3_5,4,MAFR3,0
M3_5,4,MAFR3/D,0
M3_5,4,PIED,0
M3_5,4,PIED/D,0
M3_5,4,SHRO,0
M3_5,4,SHRO/D,0
M3_5,4,SYOR,0
M3_5,4,SYOR/D,0
M3_5,4,SYOR,0
M3_5,4,SYOR/D,0
M3_5,4,YUAN2,0
M3_5,4,YUAN2/D,0
M3_5,4,YUBA,0
M3_5,4,YUBA/D,0
M3_7,2,ARTR2,0
M3_7,2,ARTR2/D,0
M3_7,2,ATCA2,0
M3_7,2,ATCA2/D,0
M3_7,2,CHNAA3,0
M3_7,2,CHVI8/D,0
M3_7,2,CHVI8,0
M3_7,2,CHVI8/D,0
M3_7,2,EPVI,0
M3_7,2,EPVI/D,0
M3_7,2,JUOS,0
M3_7,2,JUOS/D,0
M3_7,2,KRLA2,7
M3_7,2,KRLA2/D,0
M3_7,2,MAFR3,0
M3_7,2,PIED,0
M3_7,2,PIED/D,0
M3_7,2,YUBA,0
M3_7,2,YUBA/D,0
M3_7,3,ARTR2,0
M3_7,3,ARTR2/D,0
M3_7,3,ATCA2,0
M3_7,3,ATCA2/D,0
M3_7,3,CHNAA3,1
M3_7,3,CHVI8/D,0
M3_7,3,CHVI8,0
M3_7,3,CHVI8/D,0
M3_7,3,EPVI,0
M3_7,3,EPVI/D,0
M3_7,3,JUOS,0
M3_7,3,JUOS/D,0
M3_7,3,KRLA2,1
M3_7,3,KRLA2/D,0
M3_7,3,MAFR3,0
M3_7,3,PIED,0
M3_7,3,PIED/D,0
M3_7,3,YUBA,0
M3_7,3,YUBA/D,0
M3_7,4,ARTR2,2
M3_7,4,ARTR2/D,1
M3_7,4,ATCA2,0
M3_7,4,ATCA2/D,0
M3_7,4,CHNAA3,1
M3_7,4,CHVI8/D,0
M3_7,4,CHVI8,0
M3_7,4,CHVI8/D,0
M3_7,4,EPVI,0
M3_7,4,EPVI/D,0
M3_7,4,JUOS,0
M3_7,4,JUOS/D,0
M3_7,4,KRLA2,15
M3_7,4,KRLA2/D,0
M3_7,4,MAFR3,0
M3_7,4,PIED,0
M3_7,4,PIED/D,0
M3_7,4,YUBA,0
M3_7,4,YUBA/D,0
M3_8,2,AMUT,0
M3_8,2,AMUT/D,0
M3_8,2,ARTR2,0
M3_8,2,ARTR2/D,14
M3_8,2,ATCA2,11
M3_8,2,ATCA2/D,0
M3_8,2,CEMO2,0
M3_8,2,CEMO2,0
M3_8,2,CEMO2/D,0
M3_8,2,CHNAA3,0
M3_8,2,CHVI8,0
M3_8,2,CHVI8/D,0
M3_8,2,CRAN4,0
M3_8,2,EPVI,0
M3_8,2,EPVI/D,0
M3_8,2,JUOS,0
M3_8,2,JUOS/D,0
M3_8,2,KRLA2,0
M3_8,2,KRLA2/D,0
M3_8,2,MAFR3,0
M3_8,2,MAFR3/D,0
M3_8,2,PIED,0
M3_8,2,PIED/D,0
M3_8,2,SHRO,0
M3_8,2,SHRO/D,0
M3_8,2,SYOR,0
M3_8,2,SYOR/D,0
M3_8,2,SYOR,0
M3_8,2,SYOR/D,0
M3_8,2,YUAN2,0
M3_8,2,YUAN2/D,0
M3_8,2,YUBA,0
M3_8,2,YUBA/D,0
M3_8,3,AMUT,0
M3_8,3,AMUT/D,0
M3_8,3,ARTR2,0
M3_8,3,ARTR2/D,20
M3_8,3,ATCA2,6
M3_8,3,ATCA2/D,0
M3_8,3,CEMO2,0
M3_8,3,CEMO2,0
M3_8,3,CEMO2/D,0
M3_8,3,CHNAA3,0
M3_8,3,CHVI8,0
M3_8,3,CHVI8/D,0
M3_8,3,CRAN4,0
M3_8,3,EPVI,0
M3_8,3,EPVI/D,0
M3_8,3,JUOS,0
M3_8,3,JUOS/D,0
M3_8,3,KRLA2,0
M3_8,3,KRLA2/D,0
M3_8,3,MAFR3,0
M3_8,3,MAFR3/D,0
M3_8,3,PIED,0
M3_8,3,PIED/D,0
M3_8,3,SHRO,0
M3_8,3,SHRO/D,0
M3_8,3,SYOR,0
M3_8,3,SYOR/D,0
M3_8,3,SYOR,0
M3_8,3,SYOR/D,0
M3_8,3,YUAN2,0
M3_8,3,YUAN2/D,0
M3_8,3,YUBA,0
M3_8,3,YUBA/D,0
M3_8,4,AMUT,0
M3_8,4,AMUT/D,0
M3_8,4,ARTR2,0
M3_8,4,ARTR2/D,16
M3_8,4,ATCA2,3
M3_8,4,ATCA2/D,0
M3_8,4,CEMO2,0
M3_8,4,CEMO2,0
M3_8,4,CEMO2/D,0
M3_8,4,CHNAA3,0
M3_8,4,CHVI8,0
M3_8,4,CHVI8/D,0
M3_8,4,CRAN4,0
M3_8,4,EPVI,0
M3_8,4,EPVI/D,0
M3_8,4,JUOS,0
M3_8,4,JUOS/D,0
M3_8,4,KRLA2,0
M3_8,4,KRLA2/D,0
M3_8,4,MAFR3,0
M3_8,4,MAFR3/D,0
M3_8,4,PIED,0
M3_8,4,PIED/D,0
M3_8,4,SHRO,0
M3_8,4,SHRO/D,0
M3_8,4,SYOR,0
M3_8,4,SYOR/D,0
M3_8,4,SYOR,0
M3_8,4,SYOR/D,0
M3_8,4,YUAN2,0
M3_8,4,YUAN2/D,0
M3_8,4,YUBA,0
M3_8,4,YUBA/D,0
M4_2,2,AMUT,0
M4_2,2,AMUT/D,0
M4_2,2,ARTR2,1
M4_2,2,ARTR2/D,6
M4_2,2,ATCA2,2
M4_2,2,ATCA2/D,0
M4_2,2,CEMO2,0
M4_2,2,CEMO2,0
M4_2,2,CEMO2/D,0
M4_2,2,CHNAA3,0
M4_2,2,CHVI8,21
M4_2,2,CHVI8/D,0
M4_2,2,CRAN4,0
M4_2,2,EPVI,3
M4_2,2,EPVI/D,0
M4_2,2,JUOS,0
M4_2,2,JUOS/D,0
M4_2,2,KRLA2,11
M4_2,2,KRLA2/D,0
M4_2,2,MAFR3,0
M4_2,2,MAFR3/D,0
M4_2,2,PIED,0
M4_2,2,PIED/D,0
M4_2,2,SHRO,0
M4_2,2,SHRO/D,0
M4_2,2,SYOR,0
M4_2,2,SYOR/D,0
M4_2,2,SYOR,0
M4_2,2,SYOR/D,0
M4_2,2,YUAN2,0
M4_2,2,YUAN2/D,0
M4_2,2,YUBA,0
M4_2,2,YUBA/D,0
M4_2,3,AMUT,0
M4_2,3,AMUT/D,0
M4_2,3,ARTR2,5
M4_2,3,ARTR2/D,5
M4_2,3,ATCA2,0
M4_2,3,ATCA2/D,0
M4_2,3,CEMO2,0
M4_2,3,CEMO2,0
M4_2,3,CEMO2/D,0
M4_2,3,CHNAA3,0
M4_2,3,CHVI8,14
M4_2,3,CHVI8/D,0
M4_2,3,CRAN4,0
M4_2,3,EPVI,0
M4_2,3,EPVI/D,0
M4_2,3,JUOS,0
M4_2,3,JUOS/D,0
M4_2,3,KRLA2,7
M4_2,3,KRLA2/D,0
M4_2,3,MAFR3,0
M4_2,3,MAFR3/D,0
M4_2,3,PIED,0
M4_2,3,PIED/D,0
M4_2,3,SHRO,0
M4_2,3,SHRO/D,0
M4_2,3,SYOR,0
M4_2,3,SYOR/D,0
M4_2,3,SYOR,0
M4_2,3,SYOR/D,0
M4_2,3,YUAN2,0
M4_2,3,YUAN2/D,0
M4_2,3,YUBA,0
M4_2,3,YUBA/D,0
M4_2,4,AMUT,0
M4_2,4,AMUT/D,0
M4_2,4,ARTR2,1
M4_2,4,ARTR2/D,8
M4_2,4,ATCA2,2
M4_2,4,ATCA2/D,1
